transaction_id,transaction_item_id,request_type,request_method,suggestion_offered,suggestion_accepted,extracted_phrase,nlp_confidence,nlp_model_version,processing_timestamp,raw_nlp_output,extracted_entities,created_at
197,589,unbranded,indirect,False,True,answer,0.92,gpt-4-turbo,2025-04-16 06:38:46,{'raw': 'Help question type.'},{'entity': 'citizen'},2025-04-26 05:51:41
197,590,unsure,indirect,True,True,arrive,0.67,gpt-4-turbo,2025-02-20 04:28:18,{'raw': 'Garden weight system board manage.'},{'entity': 'return'},2025-06-09 16:32:00
198,592,unbranded,verbal,False,True,special,0.62,gpt-4-turbo,2025-03-09 06:54:41,{'raw': 'Church science raise see despite cultural easy.'},{'entity': 'common'},2025-01-31 21:52:36
198,593,branded,pointing,True,True,either,0.74,gpt-4-turbo,2025-04-02 05:07:22,{'raw': 'Drive behind part view future attorney throughout.'},{'entity': 'else'},2025-02-06 11:15:40
199,595,unsure,verbal,True,False,operation,0.99,gpt-4-turbo,2025-05-08 15:31:53,{'raw': 'Glass unit view attention.'},{'entity': 'mean'},2025-04-15 12:11:03
201,602,unbranded,indirect,True,True,theory,0.66,gpt-4-turbo,2025-03-11 23:52:13,{'raw': 'None class black red nothing health.'},{'entity': 'wife'},2025-01-22 20:33:36
202,604,branded,indirect,False,True,plant,0.61,gpt-4-turbo,2025-03-22 23:36:47,{'raw': 'Become executive run teach mission.'},{'entity': 'little'},2025-01-04 20:48:00
202,605,branded,verbal,True,False,my,0.85,gpt-4-turbo,2025-03-04 18:05:05,{'raw': 'Easy reduce back stop morning today charge.'},{'entity': 'rule'},2025-01-03 21:58:34
202,606,unbranded,verbal,True,False,few,0.91,gpt-4-turbo,2025-05-04 15:23:44,{'raw': 'Senior general show heavy.'},{'entity': 'yourself'},2025-06-19 00:53:19
203,607,branded,indirect,False,True,activity,0.88,gpt-4-turbo,2025-05-15 04:33:45,{'raw': 'Where perhaps prove detail.'},{'entity': 'street'},2025-02-11 13:37:01
203,608,unbranded,indirect,False,False,perhaps,0.67,gpt-4-turbo,2025-04-22 02:18:48,{'raw': 'Production be stuff try long.'},{'entity': 'from'},2025-03-21 07:56:00
203,609,unbranded,indirect,False,True,politics,0.78,gpt-4-turbo,2025-02-16 17:51:00,{'raw': 'Middle fear focus.'},{'entity': 'positive'},2025-05-15 01:42:47
204,610,unsure,pointing,True,False,service,0.91,gpt-4-turbo,2025-01-13 17:05:11,{'raw': 'Spend loss card surface wear race mouth.'},{'entity': 'account'},2025-02-04 23:13:59
204,611,branded,pointing,True,True,nature,0.77,gpt-4-turbo,2025-05-13 02:08:16,{'raw': 'Television else arrive coach.'},{'entity': 'international'},2025-05-18 04:23:19
205,613,unsure,indirect,True,False,girl,0.9,gpt-4-turbo,2025-03-09 01:14:55,{'raw': 'Song produce century meeting help fire.'},{'entity': 'part'},2025-01-02 16:33:22
205,615,branded,indirect,False,False,crime,0.82,gpt-4-turbo,2025-05-20 15:23:40,{'raw': 'Sport animal material together.'},{'entity': 'can'},2025-02-28 20:53:53
206,617,branded,pointing,False,False,beautiful,0.87,gpt-4-turbo,2025-03-27 20:58:29,{'raw': 'Figure month you main what understand once.'},{'entity': 'top'},2025-05-28 22:30:11
206,618,branded,pointing,False,True,tax,0.67,gpt-4-turbo,2025-05-17 09:25:59,{'raw': 'Stop possible attention at successful pretty two experience.'},{'entity': 'call'},2025-05-23 12:32:34
207,619,branded,indirect,False,False,dark,0.63,gpt-4-turbo,2025-04-26 03:46:42,{'raw': 'Garden chair top investment ball nearly arm.'},{'entity': 'science'},2025-01-15 18:46:52
207,621,unbranded,indirect,False,True,student,0.67,gpt-4-turbo,2025-05-31 05:48:59,{'raw': 'Trial understand ten month style.'},{'entity': 'rise'},2025-01-14 22:35:09
208,622,unsure,verbal,False,True,week,0.93,gpt-4-turbo,2025-01-18 02:09:19,{'raw': 'Stage just camera attack but later.'},{'entity': 'able'},2025-06-06 06:42:51
208,623,unsure,pointing,False,False,officer,0.71,gpt-4-turbo,2025-06-04 12:13:47,{'raw': 'Represent shoulder successful hope.'},{'entity': 'compare'},2025-04-30 04:36:50
208,624,branded,indirect,False,True,term,0.82,gpt-4-turbo,2025-05-01 02:00:01,{'raw': 'Election guess sister strategy medical lose music.'},{'entity': 'boy'},2025-03-19 20:41:57
209,625,unsure,indirect,False,False,source,0.72,gpt-4-turbo,2025-02-01 17:27:20,{'raw': 'Painting key week job pressure.'},{'entity': 'subject'},2025-02-05 15:27:02
209,626,unsure,verbal,False,False,purpose,0.85,gpt-4-turbo,2025-05-16 10:44:01,{'raw': 'Value unit reveal memory.'},{'entity': 'simple'},2025-02-27 16:51:05
210,628,branded,verbal,True,True,word,0.93,gpt-4-turbo,2025-02-28 19:23:59,{'raw': 'Against boy yet understand evidence.'},{'entity': 'him'},2025-03-13 16:04:45
210,629,branded,verbal,False,False,draw,0.83,gpt-4-turbo,2025-05-31 16:26:31,{'raw': 'Grow apply coach hand century various.'},{'entity': 'hit'},2025-05-26 09:57:21
210,630,unbranded,pointing,True,True,recently,0.61,gpt-4-turbo,2025-04-06 15:32:11,{'raw': 'However image offer expert some reveal.'},{'entity': 'player'},2025-05-11 02:29:10
211,631,branded,indirect,True,True,increase,0.85,gpt-4-turbo,2025-06-01 12:30:34,{'raw': 'About score hot five will including onto.'},{'entity': 'often'},2025-01-26 04:59:43
211,632,branded,pointing,True,True,commercial,0.66,gpt-4-turbo,2025-01-28 23:39:03,{'raw': 'Hard action performance ahead.'},{'entity': 'send'},2025-02-03 01:11:55
211,633,branded,pointing,True,True,guess,0.68,gpt-4-turbo,2025-04-06 17:05:16,{'raw': 'Gun road soldier what add position.'},{'entity': 'gas'},2025-01-12 20:42:37
212,635,branded,pointing,False,True,drug,0.6,gpt-4-turbo,2025-01-01 23:26:05,{'raw': 'Reflect oil open stuff discover baby.'},{'entity': 'young'},2025-01-30 10:56:05
212,636,unsure,pointing,True,True,fight,0.92,gpt-4-turbo,2025-03-12 15:40:19,{'raw': 'Will small charge to.'},{'entity': 'still'},2025-05-14 14:37:23
213,638,unsure,verbal,True,True,particularly,0.69,gpt-4-turbo,2025-01-16 05:48:35,{'raw': 'Million from push fund ok surface begin.'},{'entity': 'relationship'},2025-01-18 23:45:10
213,639,unsure,indirect,True,False,positive,0.64,gpt-4-turbo,2025-04-13 18:51:53,{'raw': 'Leader model without president role.'},{'entity': 'church'},2025-05-04 06:36:34
214,640,branded,indirect,False,False,tend,1.0,gpt-4-turbo,2025-04-17 02:53:32,{'raw': 'Watch meeting different newspaper.'},{'entity': 'past'},2025-06-14 17:53:21
214,641,branded,verbal,True,False,she,0.83,gpt-4-turbo,2025-02-11 13:33:23,{'raw': 'Data base treatment feeling.'},{'entity': 'example'},2025-03-18 21:47:53
214,642,branded,indirect,True,True,me,0.87,gpt-4-turbo,2025-05-23 18:42:28,{'raw': 'Cut here each.'},{'entity': 'different'},2025-04-09 00:11:54
215,643,unbranded,pointing,False,True,interesting,0.75,gpt-4-turbo,2025-01-31 07:05:14,{'raw': 'New foreign federal see.'},{'entity': 'value'},2025-02-10 11:10:07
215,644,unsure,indirect,False,False,least,0.62,gpt-4-turbo,2025-03-04 01:09:40,{'raw': 'No understand key.'},{'entity': 'will'},2025-01-10 03:11:11
216,648,unbranded,verbal,False,True,five,0.83,gpt-4-turbo,2025-01-05 21:32:24,{'raw': 'At nice thought rest to.'},{'entity': 'its'},2025-04-20 00:27:20
217,649,unbranded,indirect,True,True,who,0.91,gpt-4-turbo,2025-01-26 19:47:17,{'raw': 'Guess month item democratic something general.'},{'entity': 'citizen'},2025-05-17 05:53:32
217,650,unsure,pointing,False,True,ask,0.87,gpt-4-turbo,2025-03-08 09:39:13,{'raw': 'House before change real section edge very feeling.'},{'entity': 'clear'},2025-02-23 04:39:34
217,651,unsure,verbal,False,True,pull,0.7,gpt-4-turbo,2025-03-20 11:22:40,{'raw': 'Hospital religious instead.'},{'entity': 'decade'},2025-03-21 23:06:36
218,652,unbranded,indirect,False,True,knowledge,0.69,gpt-4-turbo,2025-02-17 04:49:37,{'raw': 'Ready card we cold board.'},{'entity': 'address'},2025-03-02 17:42:11
218,654,branded,indirect,False,True,analysis,0.61,gpt-4-turbo,2025-03-03 03:12:27,{'raw': 'Analysis fly dinner front firm difficult cover.'},{'entity': 'word'},2025-02-01 13:17:12
219,655,unbranded,indirect,False,True,focus,0.81,gpt-4-turbo,2025-02-26 22:53:44,{'raw': 'Hotel whatever scientist table admit owner adult.'},{'entity': 'lead'},2025-02-28 16:07:39
219,656,unbranded,verbal,False,True,little,0.74,gpt-4-turbo,2025-01-22 22:01:24,{'raw': 'Item prepare science discussion.'},{'entity': 'also'},2025-02-25 16:45:51
219,657,unsure,verbal,False,True,near,0.91,gpt-4-turbo,2025-03-16 16:46:05,{'raw': 'Financial minute scientist make couple someone individual.'},{'entity': 'bar'},2025-06-12 18:19:00
220,659,branded,pointing,False,False,various,0.82,gpt-4-turbo,2025-01-19 20:37:05,{'raw': 'Whole sport these huge.'},{'entity': 'eat'},2025-02-25 10:20:24
220,660,branded,indirect,True,False,may,0.81,gpt-4-turbo,2025-02-07 02:05:28,{'raw': 'Officer card source sometimes throughout line.'},{'entity': 'father'},2025-06-19 00:33:21
221,662,unbranded,verbal,True,True,need,0.61,gpt-4-turbo,2025-03-20 19:09:14,{'raw': 'Former play health hope.'},{'entity': 'daughter'},2025-06-17 22:52:52
221,663,unsure,indirect,True,False,behavior,0.66,gpt-4-turbo,2025-01-01 23:28:50,{'raw': 'Then check first drive TV a chair.'},{'entity': 'figure'},2025-04-30 21:56:43
222,665,unbranded,verbal,True,False,within,0.88,gpt-4-turbo,2025-02-14 19:35:00,{'raw': 'Move rich this prevent cup wait.'},{'entity': 'four'},2025-04-17 00:01:25
223,668,unbranded,indirect,True,True,firm,0.86,gpt-4-turbo,2025-04-15 01:45:26,{'raw': 'Them billion everything ahead minute down task matter.'},{'entity': 'eat'},2025-01-23 02:42:10
224,671,unsure,indirect,False,False,security,0.85,gpt-4-turbo,2025-05-27 16:28:10,{'raw': 'Trade individual shake year such.'},{'entity': 'how'},2025-05-13 07:32:33
224,672,unbranded,indirect,True,False,moment,0.95,gpt-4-turbo,2025-04-08 14:37:13,{'raw': 'Than serve citizen attack line only collection high.'},{'entity': 'from'},2025-03-05 12:32:33
225,674,unsure,verbal,True,False,about,0.93,gpt-4-turbo,2025-05-10 18:01:23,{'raw': 'Magazine culture nothing.'},{'entity': 'hospital'},2025-05-31 07:05:18
225,675,branded,verbal,False,True,rise,0.63,gpt-4-turbo,2025-01-30 02:06:30,{'raw': 'Effort including major open policy Congress method.'},{'entity': 'almost'},2025-04-18 06:36:59
227,679,branded,verbal,True,True,without,0.93,gpt-4-turbo,2025-02-25 00:34:20,{'raw': 'Phone on treatment political face trouble anyone.'},{'entity': 'least'},2025-06-11 12:14:54
227,681,branded,indirect,False,False,music,0.72,gpt-4-turbo,2025-02-01 01:49:15,{'raw': 'She say certain situation he shoulder develop.'},{'entity': 'lay'},2025-02-06 03:24:51
228,682,branded,verbal,False,True,daughter,0.94,gpt-4-turbo,2025-01-10 13:19:47,{'raw': 'Garden company a soldier group middle.'},{'entity': 'man'},2025-04-19 05:39:10
228,683,branded,verbal,False,False,determine,0.78,gpt-4-turbo,2025-05-22 23:08:38,{'raw': 'Civil sport reason he address door seat happen.'},{'entity': 'during'},2025-06-04 16:56:41
228,684,branded,pointing,False,False,view,0.72,gpt-4-turbo,2025-02-16 00:42:53,{'raw': 'Lot attention even owner husband sound similar.'},{'entity': 'could'},2025-02-21 15:26:21
229,686,branded,pointing,True,False,agreement,0.74,gpt-4-turbo,2025-04-19 21:43:52,{'raw': 'Statement hear send detail practice discussion student.'},{'entity': 'ability'},2025-02-04 07:40:37
230,688,branded,verbal,True,True,try,1.0,gpt-4-turbo,2025-04-07 12:56:09,{'raw': 'Station friend down inside character support.'},{'entity': 'box'},2025-05-07 10:06:11
230,690,branded,pointing,False,True,herself,0.84,gpt-4-turbo,2025-05-12 10:51:26,{'raw': 'Off bank class campaign small floor.'},{'entity': 'compare'},2025-04-20 10:04:06
231,691,branded,pointing,True,True,measure,0.86,gpt-4-turbo,2025-05-19 06:33:01,{'raw': 'Pressure over month.'},{'entity': 'without'},2025-03-20 04:13:58
232,695,unsure,pointing,True,True,box,0.81,gpt-4-turbo,2025-05-28 14:39:59,{'raw': 'Majority use hand.'},{'entity': 'cell'},2025-01-10 21:53:02
233,697,branded,indirect,False,True,high,0.67,gpt-4-turbo,2025-04-10 18:43:36,{'raw': 'Condition one participant along out management.'},{'entity': 'ready'},2025-01-01 07:22:13
234,701,unbranded,verbal,True,True,other,0.97,gpt-4-turbo,2025-01-01 18:07:49,{'raw': 'Environment politics watch true.'},{'entity': 'several'},2025-04-09 13:22:11
235,705,unsure,pointing,False,True,station,0.8,gpt-4-turbo,2025-03-21 13:46:07,{'raw': 'Institution result professor usually fight.'},{'entity': 'tell'},2025-05-07 19:13:33
236,707,unbranded,pointing,True,True,never,0.68,gpt-4-turbo,2025-02-03 18:05:51,{'raw': 'But cause your opportunity billion.'},{'entity': 'see'},2025-03-03 17:15:28
238,712,unbranded,pointing,False,True,team,0.92,gpt-4-turbo,2025-05-13 08:04:54,{'raw': 'Behavior two surface western born become camera trial.'},{'entity': 'place'},2025-02-18 02:24:53
238,714,unsure,indirect,False,False,worry,0.83,gpt-4-turbo,2025-01-08 19:05:57,{'raw': 'Old central purpose eight available mean.'},{'entity': 'also'},2025-03-25 02:34:39
240,719,unsure,verbal,True,False,business,0.98,gpt-4-turbo,2025-02-23 02:56:12,{'raw': 'Talk our line sure whom dream.'},{'entity': 'region'},2025-02-11 20:44:27
241,721,unbranded,indirect,False,False,marriage,0.88,gpt-4-turbo,2025-05-26 18:06:46,{'raw': 'Truth affect character never bar.'},{'entity': 'car'},2025-03-31 12:37:18
241,722,unsure,indirect,True,True,compare,0.64,gpt-4-turbo,2025-04-08 19:44:38,{'raw': 'Than can serve economy eight ten matter.'},{'entity': 'kid'},2025-05-22 12:14:31
241,723,branded,pointing,False,True,term,0.69,gpt-4-turbo,2025-04-03 19:13:40,{'raw': 'Book prepare itself cost every box moment.'},{'entity': 'perform'},2025-04-11 06:27:16
242,724,unsure,indirect,False,True,capital,0.67,gpt-4-turbo,2025-01-20 05:48:11,{'raw': 'Impact sure how trial when also middle blue.'},{'entity': 'across'},2025-04-26 21:02:39
242,725,unbranded,pointing,False,False,responsibility,0.67,gpt-4-turbo,2025-03-14 21:55:57,{'raw': 'Student be special nor force community scientist.'},{'entity': 'kind'},2025-06-12 17:07:06
243,727,branded,verbal,False,True,bank,0.96,gpt-4-turbo,2025-01-30 16:47:04,{'raw': 'City partner child back store thank compare.'},{'entity': 'memory'},2025-02-08 03:50:29
245,733,unsure,pointing,False,False,thing,0.69,gpt-4-turbo,2025-04-28 23:49:13,{'raw': 'Former practice contain better peace however.'},{'entity': 'husband'},2025-03-01 07:46:24
245,734,unbranded,indirect,True,True,join,0.87,gpt-4-turbo,2025-01-26 14:50:11,{'raw': 'You start another order third analysis.'},{'entity': 'not'},2025-02-22 14:21:47
245,735,unbranded,indirect,True,False,between,0.88,gpt-4-turbo,2025-05-02 16:04:09,{'raw': 'Within likely whether yeah also modern.'},{'entity': 'investment'},2025-01-20 18:30:36
246,738,unsure,indirect,False,False,away,0.63,gpt-4-turbo,2025-02-23 11:45:58,{'raw': 'Agree trouble consider point step.'},{'entity': 'food'},2025-03-24 21:15:40
247,740,branded,pointing,True,False,property,0.7,gpt-4-turbo,2025-01-25 08:05:22,{'raw': 'Parent write affect free listen.'},{'entity': 'add'},2025-04-24 03:41:58
247,741,unbranded,verbal,False,True,take,0.98,gpt-4-turbo,2025-03-08 09:42:31,{'raw': 'Everything its if investment.'},{'entity': 'affect'},2025-02-06 03:00:22
248,744,unbranded,verbal,True,False,probably,0.76,gpt-4-turbo,2025-04-08 02:58:58,{'raw': 'West certainly state couple deep those lay.'},{'entity': 'more'},2025-01-26 09:23:14
249,745,branded,pointing,True,False,professor,0.99,gpt-4-turbo,2025-05-15 16:19:40,{'raw': 'Describe production other while sure particular land sound.'},{'entity': 'identify'},2025-05-26 16:57:19
250,749,unbranded,indirect,False,False,side,0.82,gpt-4-turbo,2025-06-10 02:03:10,{'raw': 'Story class those us also character.'},{'entity': 'man'},2025-01-28 10:45:19
250,750,unsure,indirect,False,False,up,0.86,gpt-4-turbo,2025-01-07 19:48:40,{'raw': 'Garden necessary nearly yes throw.'},{'entity': 'bring'},2025-01-10 03:43:59
251,753,branded,pointing,False,False,recent,0.97,gpt-4-turbo,2025-04-29 09:50:00,{'raw': 'Of building song walk look where.'},{'entity': 'without'},2025-04-09 00:10:52
252,755,unbranded,pointing,False,False,off,0.63,gpt-4-turbo,2025-04-03 16:09:54,{'raw': 'Book experience worker energy.'},{'entity': 'turn'},2025-04-13 06:02:38
252,756,unsure,verbal,True,False,enter,0.93,gpt-4-turbo,2025-01-27 02:32:00,{'raw': 'Himself contain feeling teacher whom.'},{'entity': 'should'},2025-05-20 20:39:05
253,757,branded,indirect,True,True,shake,0.77,gpt-4-turbo,2025-02-04 09:53:21,{'raw': 'State more raise price happen standard wish enter.'},{'entity': 'individual'},2025-06-01 20:58:36
253,758,unbranded,indirect,False,True,top,1.0,gpt-4-turbo,2025-06-09 09:12:35,{'raw': 'College laugh political body trade.'},{'entity': 'present'},2025-02-26 12:17:42
254,760,branded,pointing,True,False,rest,0.85,gpt-4-turbo,2025-01-30 16:42:14,{'raw': 'Nature stay fall themselves once necessary investment.'},{'entity': 'ask'},2025-05-27 02:59:55
254,762,unbranded,indirect,False,True,bar,0.61,gpt-4-turbo,2025-02-17 14:31:01,{'raw': 'Even explain bill already popular question.'},{'entity': 'check'},2025-01-25 18:57:56
255,764,unbranded,verbal,False,True,feel,0.98,gpt-4-turbo,2025-05-09 10:23:09,{'raw': 'That expect drop right yourself door.'},{'entity': 'leg'},2025-06-03 18:54:47
256,766,unbranded,verbal,True,True,project,0.81,gpt-4-turbo,2025-04-06 13:27:09,{'raw': 'American yes where research.'},{'entity': 'together'},2025-02-17 11:51:19
256,767,unbranded,verbal,True,True,election,0.97,gpt-4-turbo,2025-03-21 22:49:16,{'raw': 'Doctor table against husband decision.'},{'entity': 'poor'},2025-05-14 02:30:04
257,769,unsure,indirect,False,True,local,0.72,gpt-4-turbo,2025-02-04 16:07:14,{'raw': 'Federal piece move lay camera over.'},{'entity': 'machine'},2025-06-05 21:12:09
258,774,branded,pointing,True,False,exactly,0.79,gpt-4-turbo,2025-02-19 08:56:29,{'raw': 'More watch general describe debate skill.'},{'entity': 'forward'},2025-05-02 17:13:45
259,776,branded,indirect,True,False,sign,0.69,gpt-4-turbo,2025-04-29 09:50:45,{'raw': 'Build my very majority myself.'},{'entity': 'want'},2025-06-14 17:07:16
260,778,unsure,pointing,True,True,turn,0.94,gpt-4-turbo,2025-02-21 17:52:39,{'raw': 'Face century although politics meet something friend give.'},{'entity': 'each'},2025-01-11 08:25:59
260,780,unbranded,indirect,True,True,score,0.98,gpt-4-turbo,2025-05-06 11:37:59,{'raw': 'Writer whatever them fill baby power race.'},{'entity': 'smile'},2025-04-04 18:25:17
261,782,unbranded,verbal,True,False,enter,0.81,gpt-4-turbo,2025-02-28 09:12:47,{'raw': 'Better happy by child reveal unit.'},{'entity': 'gas'},2025-06-09 21:44:34
262,784,unsure,pointing,True,False,worker,0.71,gpt-4-turbo,2025-06-04 01:56:53,{'raw': 'Have buy read write pay.'},{'entity': 'white'},2025-01-04 00:18:24
262,786,unsure,indirect,True,True,day,0.79,gpt-4-turbo,2025-05-31 05:45:01,{'raw': 'Far sister effect.'},{'entity': 'dog'},2025-02-15 02:32:41
264,790,unsure,indirect,False,True,ground,0.86,gpt-4-turbo,2025-04-08 07:50:54,{'raw': 'Return say above result issue have point real.'},{'entity': 'understand'},2025-03-15 18:21:39
265,793,unsure,pointing,True,False,TV,0.86,gpt-4-turbo,2025-02-09 01:57:08,{'raw': 'Tough present far spring nation.'},{'entity': 'plant'},2025-02-18 12:49:24
266,796,unsure,verbal,True,True,piece,0.75,gpt-4-turbo,2025-02-07 14:08:46,{'raw': 'Best become question key.'},{'entity': 'matter'},2025-02-08 15:26:31
266,797,unsure,pointing,True,False,image,0.71,gpt-4-turbo,2025-05-20 07:54:08,{'raw': 'Hundred decade yard off grow culture.'},{'entity': 'happen'},2025-01-28 08:25:27
266,798,unsure,verbal,False,True,resource,0.62,gpt-4-turbo,2025-04-15 12:48:18,{'raw': 'Mean move part understand.'},{'entity': 'meet'},2025-03-25 04:55:01
267,799,unsure,pointing,True,False,build,0.61,gpt-4-turbo,2025-02-24 14:08:23,{'raw': 'Blood maybe near young commercial however news.'},{'entity': 'data'},2025-06-01 06:08:48
267,800,branded,pointing,True,True,peace,0.98,gpt-4-turbo,2025-04-11 14:42:40,{'raw': 'Amount two trouble note morning.'},{'entity': 'federal'},2025-02-15 15:17:48
268,803,unsure,verbal,True,False,agreement,0.69,gpt-4-turbo,2025-02-25 18:04:44,{'raw': 'Could class dark road.'},{'entity': 'if'},2025-01-19 01:51:17
268,804,unbranded,pointing,True,False,effort,1.0,gpt-4-turbo,2025-06-10 07:18:16,{'raw': 'Notice Mrs task concern watch campaign personal.'},{'entity': 'likely'},2025-03-25 10:48:58
269,805,unsure,pointing,False,True,soon,0.65,gpt-4-turbo,2025-05-19 02:41:02,{'raw': 'Song feel parent artist.'},{'entity': 'population'},2025-01-05 16:30:52
269,806,unsure,pointing,True,False,any,0.62,gpt-4-turbo,2025-03-06 17:19:20,{'raw': 'Skill manager report myself example those success.'},{'entity': 'thing'},2025-03-31 01:25:29
270,808,unsure,indirect,False,False,me,0.68,gpt-4-turbo,2025-03-01 06:51:58,{'raw': 'Spring fact line pattern low act business.'},{'entity': 'glass'},2025-05-06 09:02:45
270,809,unsure,verbal,True,False,do,0.98,gpt-4-turbo,2025-04-08 08:47:18,{'raw': 'Situation class return street nearly west instead.'},{'entity': 'south'},2025-01-23 06:22:17
270,810,branded,verbal,True,False,do,0.9,gpt-4-turbo,2025-06-14 14:25:00,{'raw': 'Recently benefit item outside free want the reflect.'},{'entity': 'evening'},2025-04-27 23:02:07
271,813,unsure,indirect,False,True,six,0.64,gpt-4-turbo,2025-04-10 20:17:25,{'raw': 'Child answer cultural effect type event.'},{'entity': 'lot'},2025-04-12 10:22:30
272,814,branded,pointing,False,True,represent,0.82,gpt-4-turbo,2025-03-18 18:29:14,{'raw': 'Bag discuss hard member three unit gun.'},{'entity': 'prove'},2025-04-28 17:24:21
272,815,unsure,verbal,True,True,approach,0.98,gpt-4-turbo,2025-06-08 04:11:08,{'raw': 'Reflect control become great science culture cold.'},{'entity': 'cold'},2025-01-29 11:11:06
272,816,unbranded,pointing,True,True,participant,0.69,gpt-4-turbo,2025-02-22 20:55:08,{'raw': 'Heavy thousand poor.'},{'entity': 'pick'},2025-01-03 11:54:18
273,817,unbranded,pointing,True,True,themselves,0.85,gpt-4-turbo,2025-04-17 08:40:18,{'raw': 'Coach tax firm yes rule week.'},{'entity': 'parent'},2025-03-19 19:09:33
273,818,unsure,verbal,True,True,see,0.88,gpt-4-turbo,2025-04-11 15:32:33,{'raw': 'Doctor dark cause pick force door.'},{'entity': 'defense'},2025-05-24 21:08:45
273,819,unbranded,verbal,True,True,know,0.91,gpt-4-turbo,2025-05-06 19:35:01,{'raw': 'Conference study particular.'},{'entity': 'resource'},2025-06-12 12:05:28
274,820,unbranded,verbal,False,False,right,0.68,gpt-4-turbo,2025-06-02 21:53:19,{'raw': 'Win cell color collection special.'},{'entity': 'toward'},2025-01-07 20:33:10
274,821,branded,pointing,True,True,cover,0.7,gpt-4-turbo,2025-03-02 10:17:16,{'raw': 'Worry interview media cold administration light result.'},{'entity': 'mother'},2025-05-22 05:23:40
274,822,branded,verbal,True,True,individual,0.72,gpt-4-turbo,2025-04-25 23:19:42,{'raw': 'Central budget believe make item per ahead.'},{'entity': 'employee'},2025-01-19 01:39:41
275,824,unsure,verbal,True,True,from,1.0,gpt-4-turbo,2025-05-04 01:04:41,{'raw': 'Again but in even across miss my.'},{'entity': 'only'},2025-05-02 22:09:11
275,825,unsure,verbal,False,True,able,0.67,gpt-4-turbo,2025-03-08 14:50:32,{'raw': 'Mention site way much become science statement.'},{'entity': 'chair'},2025-04-27 03:55:16
276,827,branded,pointing,True,True,owner,0.75,gpt-4-turbo,2025-06-08 10:35:36,{'raw': 'Base yourself south different evidence kitchen.'},{'entity': 'her'},2025-02-21 07:50:58
276,828,unsure,verbal,False,False,structure,1.0,gpt-4-turbo,2025-03-09 18:02:22,{'raw': 'School industry eye really full view.'},{'entity': 'hear'},2025-03-04 08:36:56
277,829,branded,pointing,False,True,with,0.75,gpt-4-turbo,2025-02-22 02:02:31,{'raw': 'Human American well apply explain kind difference.'},{'entity': 'feel'},2025-03-15 05:53:46
277,830,branded,verbal,False,False,close,0.94,gpt-4-turbo,2025-02-19 00:01:46,{'raw': 'Trouble environmental your fish huge figure away.'},{'entity': 'single'},2025-04-28 00:48:11
278,832,branded,pointing,True,True,per,0.95,gpt-4-turbo,2025-06-18 22:47:00,{'raw': 'He bad yes exist life sign nearly.'},{'entity': 'with'},2025-02-28 08:55:31
278,833,unsure,indirect,False,True,glass,0.89,gpt-4-turbo,2025-04-01 06:00:41,{'raw': 'Field table son generation interesting coach market.'},{'entity': 'number'},2025-01-24 04:02:17
279,835,unbranded,indirect,True,False,budget,0.6,gpt-4-turbo,2025-06-17 11:53:16,{'raw': 'Head new this reach cultural student.'},{'entity': 'oil'},2025-06-10 15:57:28
279,837,branded,indirect,False,True,ball,0.67,gpt-4-turbo,2025-05-19 17:30:27,{'raw': 'Up blood back lawyer.'},{'entity': 'season'},2025-01-11 23:43:21
280,838,branded,pointing,False,True,beat,0.86,gpt-4-turbo,2025-02-09 21:11:47,{'raw': 'Its goal key their.'},{'entity': 'sister'},2025-01-17 17:11:39
281,841,unsure,pointing,False,False,set,0.88,gpt-4-turbo,2025-05-27 17:39:15,{'raw': 'High staff thousand treat.'},{'entity': 'good'},2025-03-11 08:59:18
281,842,unbranded,indirect,False,False,until,0.76,gpt-4-turbo,2025-03-31 03:29:27,{'raw': 'Old how several south dog should material often.'},{'entity': 'voice'},2025-01-01 22:19:38
281,843,unbranded,indirect,True,False,single,0.62,gpt-4-turbo,2025-03-16 06:15:40,{'raw': 'Son phone give the seek start.'},{'entity': 'phone'},2025-06-18 03:49:30
282,844,unbranded,verbal,False,False,nation,0.99,gpt-4-turbo,2025-02-04 04:00:49,{'raw': 'Vote since hand strategy.'},{'entity': 'personal'},2025-05-12 13:53:45
282,845,unbranded,verbal,False,False,happen,0.87,gpt-4-turbo,2025-03-29 11:55:33,{'raw': 'Defense sister record.'},{'entity': 'close'},2025-02-14 13:30:36
283,847,unbranded,pointing,False,True,bank,0.84,gpt-4-turbo,2025-02-07 15:37:25,{'raw': 'Present arrive discussion.'},{'entity': 'look'},2025-05-16 04:01:27
283,849,unsure,indirect,False,True,herself,0.86,gpt-4-turbo,2025-05-29 13:55:41,{'raw': 'Heavy herself himself friend many statement Republican.'},{'entity': 'road'},2025-05-25 17:11:48
284,851,unsure,pointing,False,True,can,0.66,gpt-4-turbo,2025-03-31 04:08:35,{'raw': 'Other smile building toward.'},{'entity': 'strategy'},2025-04-08 23:35:55
285,854,branded,pointing,False,True,whether,0.96,gpt-4-turbo,2025-02-15 02:16:28,{'raw': 'Event treatment color can water important.'},{'entity': 'hair'},2025-04-06 02:22:49
285,855,unbranded,indirect,False,True,ok,0.88,gpt-4-turbo,2025-06-18 14:16:49,{'raw': 'Year old not training.'},{'entity': 'magazine'},2025-05-31 13:32:41
